Name,Season,Pitch,Pitches,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,SwStr%,pVAL,pVAL/C,NameASCII,PlayerId,MLBAMID
"Jordan Westburg",2025,"SL",222,0.22608695652173913,0.7757009345794392,0.49099099099099097,0.23076923076923078,0.7831325301204819,0.6513761467889908,0.481981981981982,0.17117117117117117,-7.6526879999999995,-3.4471567567567565,"Jordan Westburg","27815",676059
"Austin Hays",2022,"SL",63,0.25,0.41935483870967744,0.3333333333333333,0.25,0.8461538461538461,0.6190476190476191,0.49206349206349204,0.12698412698412698,1.9437678999999999,3.0853458730158727,"Austin Hays","19363",669720
"Ramón Urías",2024,"SL",322,0.24861878453038674,0.7446808510638298,0.4658385093167702,0.4444444444444444,0.7619047619047619,0.6666666666666666,0.43788819875776397,0.15527950310559005,5.270974399999998,1.636948571428571,"Ramon Urias","18795",602104
"Jordan Westburg",2024,"SL",491,0.301255230125523,0.7063492063492064,0.5091649694501018,0.3611111111111111,0.8033707865168539,0.676,0.5132382892057027,0.164969450101833,2.2468487,0.45760665987780047,"Jordan Westburg","27815",676059
"Alex Jackson",2025,"SL",87,0.4666666666666667,0.6904761904761905,0.5747126436781609,0.2857142857142857,0.7241379310344828,0.54,0.4827586206896552,0.26436781609195403,3.1957446000000003,3.673269655172414,"Alex Jackson","17276",656577
"Jackson Holliday",2024,"SL",173,0.2967032967032967,0.5365853658536586,0.41040462427745666,0.25925925925925924,0.7954545454545454,0.5915492957746479,0.47398843930635837,0.1676300578034682,3.029388500000001,1.7510916184971101,"Jackson Holliday","31781",702616
"Samuel Basallo",2025,"SL",71,0.2857142857142857,0.7777777777777778,0.5352112676056338,0.3,0.7857142857142857,0.6578947368421053,0.5070422535211268,0.18309859154929578,1.2658415000000003,1.7828753521126766,"Samuel Basallo","28824",694212
"Jordan Westburg",2023,"SL",197,0.27522935779816515,0.8068181818181818,0.5126903553299492,0.4,0.8309859154929577,0.7029702970297029,0.4467005076142132,0.15228426395939088,-3.9770311,-2.0187975126903552,"Jordan Westburg","27815",676059
"Ryan Mountcastle",2025,"SL",327,0.37640449438202245,0.7986577181208053,0.5688073394495413,0.373134328358209,0.7478991596638656,0.6129032258064516,0.45565749235474007,0.22018348623853212,0.4351409999999999,0.13307064220183484,"Ryan Mountcastle","18373",663624
"Dylan Beavers",2025,"SL",55,0.17647058823529413,0.6190476190476191,0.34545454545454546,0.16666666666666666,0.6153846153846154,0.47368421052631576,0.38181818181818183,0.18181818181818182,1.0098168000000003,1.836030545454546,"Dylan Beavers","31695",687637
"Heston Kjerstad",2024,"SL",62,0.36363636363636365,0.8275862068965517,0.5806451612903226,0.25,0.7916666666666666,0.6111111111111112,0.46774193548387094,0.22580645161290322,0.044507800000000014,0.07178677419354841,"Heston Kjerstad","31166",677008
"Jorge Mateo",2022,"SL",75,0.3333333333333333,0.9090909090909091,0.5866666666666667,0.14285714285714285,0.7333333333333333,0.5454545454545454,0.44,0.26666666666666666,-2.569819,-3.4264253333333334,"Jorge Mateo","17273",622761
