Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Ranger Suárez","PHI","P",72,72,418.2,22,64,3,1,2,5,5,0,1,,21,,,,0.96629213,,"Ranger Suarez",17277,624133
"Framber Valdez","HOU","P",87,87,550.2,10,48,2,0,2,5,5,0,0,,50,,,,0.96666667,,"Framber Valdez",17295,664285
"Justin Steele","CHC","P",58,58,330.2,9,19,3,2,1,0,0,0,0,,17,,,,0.90322581,,"Justin Steele",17312,657006
"Willi Castro","- - -","2B",97,66,589,95,119,2,1,1,22,6,17,3,,,,,,0.99074074,,"Willi Castro",17338,650489
"Willi Castro","- - -","3B",90,52,484,35,88,4,2,2,7,7,0,0,,,,,,0.96850394,,"Willi Castro",17338,650489
"Willi Castro","- - -","CF",81,57,507.1,142,3,3,3,0,0,1,0,0,,,,,,0.97972973,,"Willi Castro",17338,650489
"Willi Castro","- - -","LF",127,92,786,172,4,3,2,1,0,0,0,0,,,,,,0.98324022,,"Willi Castro",17338,650489
"Willi Castro","MIN","SS",69,54,517,72,104,4,0,4,12,6,5,2,,,,,,0.97777778,,"Willi Castro",17338,650489
"Rafael Devers","- - -","3B",282,280,2440.1,206,435,31,20,11,37,39,2,4,,,,,,0.95386905,,"Rafael Devers",17350,646240
"Erick Fedde","- - -","P",59,55,308.1,26,23,2,0,2,1,3,0,0,,40,,,,0.96078431,,"Erick Fedde",17425,607200
"Jose Siri","- - -","CF",239,218,1960.1,561,3,9,7,2,0,2,0,0,,,,,,0.98429319,,"Jose Siri",17452,642350
"Jack Flaherty","- - -","P",86,84,458,43,36,0,0,0,4,3,0,1,,21,,,,1,,"Jack Flaherty",17479,656427
"Taylor Ward","LAA","LF",373,368,3240.1,742,15,9,6,3,0,1,0,0,,,,,,0.98825065,,"Taylor Ward",17548,621493
"Mitch Keller","PIT","P",92,92,534.2,43,48,1,0,1,7,5,0,2,,68,,,,0.98913043,,"Mitch Keller",17594,656605
"Myles Straw","- - -","CF",234,191,1756,485,10,1,1,0,0,4,0,0,,,,,,0.99798387,,"Myles Straw",17620,664702
"Alex Bregman","- - -","3B",402,399,3509.1,278,710,33,10,23,71,74,0,4,,,,,,0.96767875,,"Alex Bregman",17678,608324
"Kevin Newman","- - -","2B",68,42,411.2,67,118,2,2,0,29,13,18,2,,,,,,0.98930481,,"Kevin Newman",17696,621028
"Kevin Newman","- - -","3B",62,35,343,35,52,7,3,4,7,7,0,0,,,,,,0.92553191,,"Kevin Newman",17696,621028
"Kevin Newman","- - -","SS",88,75,666.1,86,211,6,4,2,40,23,17,2,,,,,,0.98019802,,"Kevin Newman",17696,621028
"DJ Stewart","NYM","RF",70,61,502.1,108,3,1,1,0,0,1,0,0,,,,,,0.99107143,,"DJ Stewart",17766,621466
"Andrew Benintendi","CHW","LF",338,325,2829,650,10,10,6,4,0,2,0,0,,,,,,0.98507463,,"Andrew Benintendi",17901,643217
"Brendan Rodgers","- - -","2B",216,198,1751.1,291,511,11,6,5,133,47,85,4,,,,,,0.98646986,,"Brendan Rodgers",17907,663898
"Ian Happ","CHC","LF",428,426,3728,826,28,5,4,1,0,6,0,0,,,,,,0.99417928,,"Ian Happ",17919,664023
"Cedric Mullins","- - -","CF",369,334,2990.1,807,8,7,5,2,0,3,0,0,,,,,,0.99148418,,"Cedric Mullins",17929,656775
"Sam Hilliard","- - -","CF",44,33,325.2,75,0,1,0,1,0,0,0,0,,,,,,0.98684211,,"Sam Hilliard",17954,656541
"Ty France","- - -","1B",410,383,3411.2,2678,269,8,5,1,219,19,1,229,59,,,,,0.99729272,,"Ty France",17982,664034
"Tyler Stephenson","CIN","C",277,246,2206,2063,65,10,1,9,0,7,1,6,,168,41,8,70,0.99532273,,"Tyler Stephenson",17988,663886
"Logan Webb","SFG","P",96,96,605.1,38,83,4,3,1,11,10,0,1,,49,,,,0.968,,"Logan Webb",17995,657277
"Paul DeJong","- - -","3B",68,65,547.1,43,104,5,3,2,14,13,0,1,,,,,,0.96710526,,"Paul DeJong",18015,657557
"Paul DeJong","- - -","SS",210,192,1707.2,240,439,17,8,9,71,42,32,5,,,,,,0.97557471,,"Paul DeJong",18015,657557
"Harrison Bader","- - -","CF",301,238,2211.1,644,6,12,5,7,0,1,0,0,,,,,,0.98187311,,"Harrison Bader",18030,664056
"Harrison Bader","MIN","LF",70,57,496,126,4,1,1,0,0,1,0,0,,,,,,0.99236641,,"Harrison Bader",18030,664056
"Jake Cronenworth","SDP","1B",204,183,1646.1,1429,89,6,4,2,135,15,4,132,21,,,,,0.99606299,,"Jake Cronenworth",18036,630105
"Jake Cronenworth","SDP","2B",213,201,1750.2,317,451,13,9,3,103,34,72,7,,,,,,0.98335467,,"Jake Cronenworth",18036,630105
"Dylan Moore","- - -","2B",95,54,534.2,88,152,3,2,1,27,13,14,2,,,,,,0.98765432,,"Dylan Moore",18042,664238
"Dylan Moore","SEA","3B",62,34,310.1,30,67,2,1,1,8,8,0,0,,,,,,0.97979798,,"Dylan Moore",18042,664238
"Dylan Moore","SEA","SS",64,47,452.1,76,118,7,5,2,23,12,11,0,,,,,,0.96517413,,"Dylan Moore",18042,664238
"Garrett Stubbs","PHI","C",93,79,726.2,712,24,7,0,7,1,6,0,1,,58,15,5,25,0.99057873,,"Garrett Stubbs",18067,596117
"Nathan Lukes","TOR","LF",58,40,353,65,6,2,2,0,0,2,0,0,,,,,,0.97260274,,"Nathan Lukes",18123,664770
"Nathan Lukes","TOR","RF",89,44,447,106,7,1,1,0,0,1,0,0,,,,,,0.99122807,,"Nathan Lukes",18123,664770
"LaMonte Wade Jr.","- - -","1B",259,235,2010.2,1881,177,15,11,4,162,8,1,168,38,,,,,0.99276411,,"LaMonte Wade Jr.",18126,664774
"Seth Brown","OAK","1B",62,43,397.1,308,29,2,1,1,22,2,0,22,3,,,,,0.99410029,,"Seth Brown",18171,664913
"Seth Brown","OAK","LF",92,63,594.1,150,2,2,2,0,0,0,0,0,,,,,,0.98701299,,"Seth Brown",18171,664913
"Seth Brown","OAK","RF",90,74,644.2,178,3,0,0,0,0,1,0,0,,,,,,1,,"Seth Brown",18171,664913
"Brian Anderson","- - -","3B",71,50,477.1,45,96,5,2,3,10,10,0,1,,,,,,0.96575342,,"Brian Anderson",18289,605119
"Brian Anderson","- - -","RF",41,37,300.1,61,4,0,0,0,0,0,0,0,,,,,,1,,"Brian Anderson",18289,605119
"Dansby Swanson","CHC","SS",438,436,3803.2,553,1043,26,12,14,183,100,84,15,,,,,,0.98397041,,"Dansby Swanson",18314,621020
"Kyle Tucker","- - -","RF",338,335,2917.2,680,17,6,1,3,0,3,0,0,,,,,,0.99146515,,"Kyle Tucker",18345,663656
"Austin Riley","ATL","3B",370,370,3261,210,631,32,22,10,59,63,1,7,,,,,,0.96334479,,"Austin Riley",18360,663586
"Victor Robles","- - -","CF",76,66,570.1,160,3,2,1,1,0,1,0,0,,,,,,0.98787879,,"Victor Robles",18363,645302
"Victor Robles","- - -","RF",54,47,407.2,94,2,0,0,0,0,1,0,0,,,,,,1,,"Victor Robles",18363,645302
"Ryan Mountcastle","BAL","1B",258,242,2174.2,1859,177,5,4,1,162,10,0,165,24,,,,,0.99755022,,"Ryan Mountcastle",18373,663624
"Juan Yepez","WSN","1B",47,45,398.1,351,19,2,2,0,40,6,0,40,5,,,,,0.99462366,,"Juan Yepez",18400,660766
"Ronald Acuña Jr.","ATL","RF",280,278,2432.2,512,16,8,6,2,0,3,0,0,,,,,,0.98507463,,"Ronald Acuna Jr.",18401,660670
"Dylan Cease","- - -","P",95,95,517.1,24,47,1,0,1,1,1,0,0,,30,,,,0.98611111,,"Dylan Cease",18525,656302
"Trent Grisham","- - -","CF",347,305,2773.1,680,9,8,8,0,0,4,0,0,,,,,,0.98852224,,"Trent Grisham",18564,663757
"Luis Arraez","- - -","1B",191,180,1574.2,1230,87,6,4,2,109,15,1,109,23,,,,,0.99546485,,"Luis Arraez",18568,650333
"Luis Arraez","- - -","2B",182,170,1482,288,421,8,5,3,111,42,72,8,,,,,,0.9888424,,"Luis Arraez",18568,650333
"Ke'Bryan Hayes","- - -","3B",355,342,3040.1,257,718,16,7,9,81,85,0,3,,,,,,0.98385469,,"Ke'Bryan Hayes",18577,663647
"Jared Walsh","- - -","1B",45,31,310,265,22,3,1,2,35,4,0,35,0,,,,,0.98965517,,"Jared Walsh",18607,665120
"Freddy Peralta","MIL","P",92,92,503,36,31,2,0,2,3,3,0,0,,36,,,,0.97101449,,"Freddy Peralta",18679,642547
"Sandy Alcantara","MIA","P",56,56,338.2,21,27,5,1,4,0,1,0,1,,49,,,,0.90566038,,"Sandy Alcantara",18684,645261
"Ramón Urías","- - -","2B",48,36,320,46,114,0,0,0,21,10,13,1,,,,,,1,,"Ramon Urias",18795,602104
"Ramón Urías","- - -","3B",258,213,1945.1,136,378,15,7,8,40,42,0,0,,,,,,0.97164461,,"Ramon Urias",18795,602104
"Andy Ibáñez","DET","2B",132,89,810,156,237,5,4,1,57,25,36,3,,,,,,0.98743719,,"Andy Ibanez",18819,628451
"Andy Ibáñez","DET","3B",91,45,459,33,94,4,1,3,10,10,0,0,,,,,,0.96946565,,"Andy Ibanez",18819,628451
"Josh Naylor","- - -","1B",344,336,2937.2,2517,186,18,14,4,227,17,2,233,42,,,,,0.99338479,,"Josh Naylor",18839,647304
"Yohel Pozo","STL","C",46,35,324,268,12,5,2,3,0,0,0,0,,36,9,4,7,0.98245614,,"Yohel Pozo",18848,650968
"Brandon Lowe","TBR","2B",274,258,2252,408,625,16,12,4,145,48,98,10,,,,,,0.98474738,,"Brandon Lowe",18882,664040
"Seby Zavala","- - -","C",89,70,622.2,616,20,5,1,4,0,1,0,0,,53,10,4,23,0.99219969,,"Seby Zavala",18887,664874
"Leody Taveras","- - -","CF",320,301,2683.1,793,16,7,5,2,0,2,0,0,,,,,,0.99142157,,"Leody Taveras",18900,665750
"Will Smith","LAD","C",333,320,2875.2,2810,127,16,6,9,2,5,2,6,,203,76,9,136,0.99458178,,"Will Smith",19197,669257
"Yuli Gurriel","- - -","1B",109,87,807.1,667,39,2,2,0,68,2,1,68,7,,,,,0.99717514,,"Yuli Gurriel",19198,493329
"Lourdes Gurriel Jr.","ARI","LF",340,323,2843.1,602,18,8,3,5,0,2,0,0,,,,,,0.98726115,,"Lourdes Gurriel Jr.",19238,666971
"Pete Alonso","NYM","1B",449,446,3930,3204,335,20,9,10,309,20,1,318,82,,,,,0.99438044,,"Pete Alonso",19251,624413
"Cavan Biggio","- - -","2B",83,63,576.1,105,143,4,3,1,39,10,29,4,,,,,,0.98412698,,"Cavan Biggio",19252,624415
"Cavan Biggio","- - -","RF",49,38,327.1,70,0,1,0,1,0,0,0,0,,,,,,0.98591549,,"Cavan Biggio",19252,624415
"Jake Fraley","- - -","RF",214,182,1576,404,10,5,4,1,0,0,0,0,,,,,,0.98806683,,"Jake Fraley",19260,641584
"Garrett Hampson","- - -","CF",88,55,501.2,145,1,3,3,0,0,0,0,0,,,,,,0.97986577,,"Garrett Hampson",19262,641658
"Stone Garrett","WSN","LF",77,49,480.2,104,3,1,0,1,0,0,0,0,,,,,,0.99074074,,"Stone Garrett",19273,656448
"Adolis García","TEX","RF",389,382,3328.1,792,22,11,9,2,0,5,0,0,,,,,,0.98666667,,"Adolis Garcia",19287,666969
"Randy Arozarena","- - -","LF",421,414,3671,783,17,5,3,2,0,2,0,0,,,,,,0.99378882,,"Randy Arozarena",19290,668227
"Zac Gallen","ARI","P",92,92,532.2,40,33,1,0,1,2,1,0,1,,37,,,,0.98648649,,"Zac Gallen",19291,668678
"Nick Senzel","- - -","3B",110,91,804.1,52,181,11,3,8,12,14,0,1,,,,,,0.95491803,,"Nick Senzel",19293,669222
"Alex Call","- - -","CF",89,81,726.2,236,4,1,1,0,0,1,0,0,,,,,,0.99585062,,"Alex Call",19296,669743
"Alex Call","- - -","LF",77,52,489.2,99,0,0,0,0,0,0,0,0,,,,,,1,,"Alex Call",19296,669743
"Alex Call","- - -","RF",83,70,616.1,170,5,2,0,2,0,2,0,0,,,,,,0.98870056,,"Alex Call",19296,669743
"Cal Quantrill","- - -","P",74,74,365.2,24,33,1,0,1,3,3,0,0,,49,,,,0.98275862,,"Cal Quantrill",19312,615698
"Matt Thaiss","- - -","C",181,153,1362.1,1280,40,17,6,11,1,1,0,2,,101,21,5,45,0.98728497,,"Matt Thaiss",19318,642136
"Bryan Reynolds","PIT","LF",237,229,1981.2,415,8,3,3,0,0,1,0,0,,,,,,0.99295775,,"Bryan Reynolds",19326,668804
"Bryan Reynolds","PIT","RF",128,122,1066,246,8,2,1,1,0,1,0,0,,,,,,0.9921875,,"Bryan Reynolds",19326,668804
"Nicky Lopez","- - -","2B",133,106,950.1,158,278,4,4,0,53,16,38,2,,,,,,0.99090909,,"Nicky Lopez",19339,670032
"Nicky Lopez","- - -","SS",59,49,430.2,77,119,3,2,1,30,17,14,1,,,,,,0.98492462,,"Nicky Lopez",19339,670032
"Eli White","ATL","RF",63,37,384.2,95,1,0,0,0,0,0,0,0,,,,,,1,,"Eli White",19346,642201
"Dean Kremer","BAL","P",84,83,460.2,37,47,2,0,2,1,0,0,1,,20,,,,0.97674419,,"Dean Kremer",19350,665152
"Sean Murphy","ATL","C",247,237,2093,2272,89,17,5,12,2,5,1,3,,188,58,7,58,0.99285114,,"Sean Murphy",19352,669221
"Luke Raley","- - -","1B",103,79,683,563,40,4,3,1,40,0,0,41,5,,,,,0.99341021,,"Luke Raley",19354,670042
"Luke Raley","- - -","LF",80,65,571,136,1,1,1,0,0,0,0,0,,,,,,0.99275362,,"Luke Raley",19354,670042
"Luke Raley","- - -","RF",107,75,699,149,4,3,1,2,0,0,0,0,,,,,,0.98076923,,"Luke Raley",19354,670042
"Weston Wilson","PHI","LF",50,40,319,45,1,0,0,0,0,1,0,0,,,,,,1,,"Weston Wilson",19358,642215
"Corbin Burnes","- - -","P",75,75,452.1,51,33,7,1,6,2,1,0,1,,54,,,,0.92307692,,"Corbin Burnes",19361,669203
"Austin Hays","- - -","LF",263,234,2106.2,459,5,4,2,2,0,0,0,0,,,,,,0.99145299,,"Austin Hays",19363,669720
"Zach McKinstry","DET","2B",71,48,406.1,78,121,5,4,1,19,6,13,0,,,,,,0.9754902,,"Zach McKinstry",19392,656716
"Zach McKinstry","DET","3B",165,110,993,57,196,15,7,8,18,18,0,0,,,,,,0.94402985,,"Zach McKinstry",19392,656716
"Zach McKinstry","DET","RF",80,51,475,97,6,0,0,0,0,0,0,0,,,,,,1,,"Zach McKinstry",19392,656716
"Zach McKinstry","DET","SS",104,77,674,101,197,10,4,6,44,20,22,3,,,,,,0.96753247,,"Zach McKinstry",19392,656716
"Jake Rogers","DET","C",229,216,1907.1,1820,79,14,9,5,0,5,0,3,,111,33,4,60,0.99268165,,"Jake Rogers",19452,668670
"Andruw Monasterio","MIL","2B",61,44,381.1,69,109,2,2,0,31,12,20,3,,,,,,0.98888889,,"Andruw Monasterio",19455,655316
"Andruw Monasterio","MIL","3B",89,72,662,46,132,10,3,7,13,14,0,2,,,,,,0.94680851,,"Andruw Monasterio",19455,655316
"Tommy Edman","- - -","2B",114,96,865,168,251,4,3,1,54,20,35,2,,,,,,0.99054374,,"Tommy Edman",19470,669242
"Tommy Edman","- - -","CF",86,74,638.2,203,6,1,0,1,0,1,0,0,,,,,,0.9952381,,"Tommy Edman",19470,669242
"Tommy Edman","- - -","SS",66,59,523.2,93,178,8,3,5,38,19,18,2,,,,,,0.97132616,,"Tommy Edman",19470,669242
"Aaron Civale","- - -","P",74,72,377.1,19,17,1,1,0,1,1,0,0,,11,,,,0.97297297,,"Aaron Civale",19479,650644
"Andrew Knizner","- - -","C",129,115,1003,890,34,6,0,6,1,4,1,2,,91,15,3,42,0.99354839,,"Andrew Knizner",19514,668800
"TJ Friedl","CIN","CF",343,321,2811.1,808,11,7,7,0,0,2,0,0,,,,,,0.99152542,,"TJ Friedl",19522,670770
"Yordan Alvarez","HOU","LF",107,107,879.1,155,5,2,1,1,0,0,0,0,,,,,,0.98765432,,"Yordan Alvarez",19556,670541
"Zack Short","- - -","3B",52,35,308,20,59,7,2,5,4,3,0,1,,,,,,0.91860465,,"Zack Short",19562,670097
"Zack Short","- - -","SS",66,35,370.2,54,96,5,2,3,21,10,11,0,,,,,,0.96774194,,"Zack Short",19562,670097
"Nathaniel Lowe","- - -","1B",431,422,3721.1,3120,264,15,10,5,274,25,2,275,38,,,,,0.99558694,,"Nathaniel Lowe",19566,663993
"Chas McCormick","HOU","CF",100,84,707.1,221,2,0,0,0,0,0,0,0,,,,,,1,,"Chas McCormick",19599,676801
"Chas McCormick","HOU","LF",130,83,778.1,168,1,2,0,2,0,0,0,0,,,,,,0.98830409,,"Chas McCormick",19599,676801
"Chas McCormick","HOU","RF",82,38,395,95,1,0,0,0,0,0,0,0,,,,,,1,,"Chas McCormick",19599,676801
"Bryan De La Cruz","- - -","LF",210,193,1692.1,353,11,6,6,0,0,4,0,0,,,,,,0.98378378,,"Bryan De La Cruz",19600,650559
"Bryan De La Cruz","- - -","RF",63,55,490.2,110,5,3,3,0,0,2,0,0,,,,,,0.97457627,,"Bryan De La Cruz",19600,650559
"Otto Lopez","MIA","2B",135,126,1115.2,212,357,7,4,3,57,25,37,4,,,,,,0.98784722,,"Otto Lopez",19608,672640
"Otto Lopez","MIA","SS",104,98,868.2,146,204,9,4,5,33,17,18,3,,,,,,0.97493036,,"Otto Lopez",19608,672640
"Keibert Ruiz","WSN","C",299,289,2543.1,2338,106,13,2,10,2,14,1,4,,257,60,14,104,0.99470899,,"Keibert Ruiz",19610,660688
"Vladimir Guerrero Jr.","TOR","1B",361,354,3099,2520,197,27,21,6,243,27,1,244,66,,,,,0.99016035,,"Vladimir Guerrero Jr.",19611,665489
"Bo Bichette","TOR","SS",343,340,2959.2,372,664,27,11,16,139,78,58,12,,,,,,0.97460019,,"Bo Bichette",19612,666182
"Brent Rooker","OAK","LF",45,43,350.1,66,2,1,1,0,0,0,0,0,,,,,,0.98550725,,"Brent Rooker",19627,667670
"Brent Rooker","OAK","RF",55,47,394,102,3,4,2,2,0,1,0,0,,,,,,0.96330275,,"Brent Rooker",19627,667670
"Edward Olivares","- - -","LF",57,47,403.1,84,3,3,3,0,0,1,0,0,,,,,,0.96666667,,"Edward Olivares",19698,658668
"Edward Olivares","- - -","RF",48,44,350.2,80,3,1,1,0,0,0,0,0,,,,,,0.98809524,,"Edward Olivares",19698,658668
"Fernando Tatis Jr.","SDP","RF",373,369,3196,781,22,14,8,6,0,6,0,0,,,,,,0.98286414,,"Fernando Tatis Jr.",19709,665487
"Carlos Narváez","- - -","C",108,100,898,868,57,8,5,3,0,0,0,0,,71,30,8,28,0.99142551,,"Carlos Narvaez",19722,665966
"Josh Rojas","- - -","2B",84,70,585.1,95,170,4,3,1,34,15,18,3,,,,,,0.98513011,,"Josh Rojas",19734,668942
"Josh Rojas","- - -","3B",226,183,1633,147,310,20,5,15,26,25,1,1,,,,,,0.95807128,,"Josh Rojas",19734,668942
"Dairon Blanco","KCR","LF",74,33,341.1,84,2,0,0,0,0,0,0,0,,,,,,1,,"Dairon Blanco",19779,680118
"Zach Remillard","CHW","2B",41,34,310.2,57,97,2,2,0,20,7,13,0,,,,,,0.98717949,,"Zach Remillard",19788,621545
"Jason Delay","PIT","C",74,58,530,489,15,5,0,5,0,1,0,0,,50,7,0,25,0.99017682,,"Jason Delay",19806,641511
"Joshua Palacios","- - -","RF",102,79,652.1,128,5,2,2,0,0,2,0,0,,,,,,0.98518519,,"Joshua Palacios",19818,641943
"Abraham Toro","- - -","1B",75,63,553.2,479,32,3,3,0,44,4,0,44,16,,,,,0.99416342,,"Abraham Toro",19844,647351
"Abraham Toro","- - -","3B",76,61,548.1,42,123,10,4,6,8,7,1,0,,,,,,0.94285714,,"Abraham Toro",19844,647351
"Michael King","- - -","P",92,51,341,26,34,1,0,1,3,2,0,1,,11,,,,0.98360656,,"Michael King",19853,650633
"Luis Rengifo","LAA","2B",168,143,1251.2,232,328,9,5,4,89,36,58,3,,,,,,0.98418278,,"Luis Rengifo",19858,650859
"Luis Rengifo","LAA","3B",139,115,1029,85,229,14,5,9,27,27,1,0,,,,,,0.95731707,,"Luis Rengifo",19858,650859
"René Pinto","TBR","C",57,46,398.1,411,18,2,0,2,0,0,0,0,,37,4,6,21,0.99535963,,"Rene Pinto",19859,650907
"Riley Adams","WSN","C",149,136,1198.1,1028,43,8,2,6,0,3,1,2,,99,30,9,50,0.99258573,,"Riley Adams",19864,656180
"Griffin Canning","- - -","P",72,69,375,26,38,1,0,1,2,1,0,1,,11,,,,0.98461538,,"Griffin Canning",19867,656288
"Tanner Houck","BOS","P",60,60,328.1,48,35,1,0,1,3,2,0,1,,21,,,,0.98809524,,"Tanner Houck",19879,656557
"Emmanuel Rivera","- - -","3B",187,142,1277,89,245,8,1,7,24,24,1,1,,,,,,0.97660819,,"Emmanuel Rivera",19890,656896
"Pavin Smith","ARI","1B",63,46,412.1,350,35,1,0,0,28,1,0,28,7,,,,,0.99740933,,"Pavin Smith",19892,656976
"Connor Wong","BOS","C",281,251,2232.1,2131,102,19,7,11,4,6,4,3,,163,43,12,88,0.99156306,,"Connor Wong",19896,657136
"Clarke Schmidt","NYY","P",63,62,323,30,29,1,0,1,1,0,0,2,,19,,,,0.98333333,,"Clarke Schmidt",19899,657376
"Gavin Sheets","- - -","1B",78,70,598.2,448,43,4,4,0,49,4,0,49,2,,,,,0.99191919,,"Gavin Sheets",19901,657757
"Gavin Sheets","- - -","LF",66,58,476,87,4,1,0,1,0,0,0,0,,,,,,0.98913043,,"Gavin Sheets",19901,657757
"Gavin Sheets","CHW","RF",113,104,815,167,3,2,2,0,0,1,0,0,,,,,,0.98837209,,"Gavin Sheets",19901,657757
"Jesús Sánchez","- - -","RF",314,261,2326.1,544,8,10,7,3,0,1,1,0,,,,,,0.98220641,,"Jesus Sanchez",19913,660821
"Daulton Varsho","TOR","CF",211,175,1561.2,465,10,2,2,0,0,1,0,0,,,,,,0.99580713,,"Daulton Varsho",19918,662139
"Daulton Varsho","TOR","LF",184,137,1222,285,6,2,1,1,0,2,0,0,,,,,,0.99317406,,"Daulton Varsho",19918,662139
"Blake Perkins","MIL","CF",177,151,1392.2,429,10,2,2,0,0,2,0,0,,,,,,0.99546485,,"Blake Perkins",19921,663368
"Cristian Pache","- - -","CF",79,49,450.2,131,3,1,1,0,0,0,0,0,,,,,,0.99259259,,"Cristian Pache",19948,665506
"Andrés Giménez","- - -","2B",388,378,3349.2,629,988,17,9,8,212,77,138,7,,,,,,0.98959608,,"Andres Gimenez",19950,665926
"Josh Lowe","TBR","RF",271,244,2152.2,488,10,7,4,3,0,4,0,0,,,,,,0.98613861,,"Josh Lowe",19953,666139
"Gavin Lux","- - -","2B",153,131,1162.2,200,295,11,8,2,68,30,39,6,,,,,,0.97826087,,"Gavin Lux",19955,666158
"Gavin Lux","CIN","LF",52,47,378.2,68,2,2,0,2,0,0,0,0,,,,,,0.97222222,,"Gavin Lux",19955,666158
"Mickey Moniak","- - -","CF",190,171,1489,439,4,6,5,1,0,0,0,0,,,,,,0.98663697,,"Mickey Moniak",19956,666160
"Mickey Moniak","- - -","RF",96,82,701,166,3,4,3,1,0,1,0,0,,,,,,0.97687861,,"Mickey Moniak",19956,666160
"Jesús Luzardo","- - -","P",73,73,407,13,52,5,1,4,2,2,0,0,,34,,,,0.92857143,,"Jesus Luzardo",19959,666200
"Santiago Espinal","- - -","2B",99,75,676.2,106,164,9,7,2,35,10,25,1,,,,,,0.96774194,,"Santiago Espinal",19997,669289
"Santiago Espinal","- - -","3B",165,123,1147,76,224,7,3,4,9,9,1,0,,,,,,0.9771987,,"Santiago Espinal",19997,669289
"Miles Mastrobuoni","- - -","3B",73,54,464.2,31,101,4,1,3,6,6,0,1,,,,,,0.97058824,,"Miles Mastrobuoni",20017,670156
"Isaac Paredes","- - -","3B",333,323,2807.1,182,544,31,17,14,44,47,0,2,,,,,,0.95904888,,"Isaac Paredes",20036,670623
"Luis Robert Jr.","CHW","CF",345,338,2901,912,10,6,5,1,0,3,0,0,,,,,,0.99353448,,"Luis Robert Jr.",20043,673357
"Alan Trejo","COL","2B",65,51,457.2,84,149,6,6,0,32,12,20,2,,,,,,0.9748954,,"Alan Trejo",20056,676701
"Bailey Falter","- - -","P",72,66,348.1,11,31,0,0,0,1,0,0,1,,39,,,,1,,"Bailey Falter",20070,663559
"Juan Soto","- - -","LF",160,160,1397,267,11,3,3,0,0,2,0,0,,,,,,0.98932384,,"Juan Soto",20123,665742
"Juan Soto","- - -","RF",286,286,2508.2,514,16,2,2,0,0,2,0,0,,,,,,0.9962406,,"Juan Soto",20123,665742
"Dylan Carlson","- - -","CF",91,64,593.1,163,0,1,1,0,0,0,0,0,,,,,,0.99390244,,"Dylan Carlson",20126,666185
"Dylan Carlson","- - -","LF",84,64,612.2,135,3,0,0,0,0,0,0,0,,,,,,1,,"Dylan Carlson",20126,666185
"Dylan Carlson","- - -","RF",71,43,434.1,112,2,1,0,1,0,1,0,0,,,,,,0.99130435,,"Dylan Carlson",20126,666185
"Miguel Vargas","- - -","1B",66,52,470.2,378,39,2,1,1,30,6,0,31,9,,,,,0.99522673,,"Miguel Vargas",20178,678246
"Miguel Vargas","LAD","2B",78,69,613.2,120,156,5,4,1,42,16,28,2,,,,,,0.98220641,,"Miguel Vargas",20178,678246
"Miguel Vargas","CHW","3B",103,100,852,66,165,13,8,5,18,20,0,1,,,,,,0.94672131,,"Miguel Vargas",20178,678246
"Brandon Marsh","PHI","CF",244,206,1793,498,6,9,5,4,0,2,0,0,,,,,,0.98245614,,"Brandon Marsh",20202,669016
"Brandon Marsh","PHI","LF",175,110,1051,194,7,5,3,2,0,0,0,0,,,,,,0.97572816,,"Brandon Marsh",20202,669016
"Jo Adell","LAA","CF",98,92,812,227,1,5,4,1,0,0,0,0,,,,,,0.97854077,,"Jo Adell",20220,666176
"Jo Adell","LAA","RF",183,167,1476.1,350,4,6,5,1,0,0,0,0,,,,,,0.98333333,,"Jo Adell",20220,666176
"Ben Rortvedt","- - -","C",174,135,1217.1,1192,45,12,4,7,1,4,1,0,,96,23,8,26,0.99039231,,"Ben Rortvedt",20287,666163
"David Peterson","NYM","P",75,69,389.1,25,51,6,1,5,1,1,0,0,,11,,,,0.92682927,,"David Peterson",20302,656849
"Jake Meyers","HOU","CF",342,297,2696.1,785,6,6,5,1,0,0,0,0,,,,,,0.99247177,,"Jake Meyers",20308,676694
"Corey Julks","- - -","LF",98,85,752.1,132,5,1,1,0,0,1,0,0,,,,,,0.99275362,,"Corey Julks",20311,667452
"Stuart Fairchild","- - -","CF",87,58,547.2,179,1,1,1,0,0,1,0,0,,,,,,0.99447514,,"Stuart Fairchild",20321,656413
"Stuart Fairchild","- - -","RF",68,40,360.2,101,7,1,1,0,0,1,0,0,,,,,,0.99082569,,"Stuart Fairchild",20321,656413
"Alex Kirilloff","MIN","1B",87,69,594,453,26,3,3,0,32,2,1,35,7,,,,,0.99377593,,"Alex Kirilloff",20325,666135
"Ernie Clement","TOR","2B",57,41,367.1,70,99,4,2,2,23,11,14,1,,,,,,0.97687861,,"Ernie Clement",20352,676391
"Ernie Clement","TOR","3B",180,137,1248,120,272,15,9,6,28,29,0,1,,,,,,0.96314496,,"Ernie Clement",20352,676391
"Ernie Clement","TOR","SS",79,61,548.1,87,153,6,4,2,37,20,16,1,,,,,,0.97560976,,"Ernie Clement",20352,676391
"Luis García Jr.","WSN","2B",369,348,3078.2,613,863,25,9,16,215,66,154,9,,,,,,0.98334444,,"Luis Garcia Jr.",20391,671277
